Building,Complete Target,Completion Status,Country,County,Description,Months,Operational Unit,Post,Raised Date,Region,Short Description,WO Complete,WO Number,WO Status,Work Type,2022,2023,Amount or Number,p.Choose Year
Pyramid of Userkaf,18/10/2022 14:41:00,Closed,United Kingdom,Glasgow,Compliment/Complaint Closed,22-Oct,Border Force,DH1,13/10/2022 14:41:00,North,Security,13/10/2022 15:49:29,GEMH:305,CCLOSED,COMPLAINT,312,332.28,312,312
Capel Garmon,18/10/2022 16:15:00,Closed,United Kingdom,Northamptonshire,Compliment/Complaint Closed,22-Oct,MoJ,CV23,13/10/2022 16:15:00,East,Security,13/10/2022 16:24:20,GEM:1754,CCLOSED,COMPLAINT,312,332.28,312,312
Manhattan Building,19/10/2022 23:59:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,MoJ,CW3,16/10/2022 17:31:00,West,Security,26/10/2022 11:26:17,GEM:1755,WRKCOM,COMPLAINT,312,332.28,312,312
Listoghil,20/10/2022 16:50:00,Closed,United Kingdom,Lancashire,Work order completed with documents/costs,22-Oct,MoJ,BB1,17/10/2022 16:50:00,West,Security,18/10/2022 15:25:20,GEM:1756,WRKCOM,COMPLAINT,312,332.28,312,312
Dholavira,21/10/2022 22:00:00,Opened,United Kingdom,Oxfordshire,Compliment/Complaint Raised,22-Oct,MoJ,GL7,18/10/2022 22:00:00,East,Security,,GEM:1759,CRAISED,COMPLAINT,312,332.28,312,312
Holiday Inn,25/10/2022 14:52:00,Closed,United Kingdom,Kent,Compliment/Complaint Closed,22-Oct,MoJ,BR6,20/10/2022 14:52:00,East,Security,24/10/2022 07:28:55,GEM:1760,CCLOSED,COMPLAINT,312,332.28,312,312
Famouse House,27/10/2022 08:26:00,Closed,United Kingdom,North Yorkshire,Work order completed with documents/costs,22-Oct,MoJ,BD23,24/10/2022 08:26:00,West,Security,24/10/2022 11:20:18,GEM:1763,WRKCOM,COMPLAINT,312,332.28,312,312
Porta Nigra,28/10/2022 11:37:00,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-Oct,Home Office,CB1,25/10/2022 11:37:00,East,Security,26/10/2022 08:02:07,GEMH:307,WRKCOM,COMPLAINT,312,332.28,312,312
Nanchan Temple,28/10/2022 16:19:00,Closed,United Kingdom,Greater London,Compliment/Complaint Closed,22-Oct,MoJ,BR1,25/10/2022 16:19:00,Central,Security,27/10/2022 07:45:28,GEM:1764,CCLOSED,COMPLAINT,312,332.28,312,312
Jokhang,31/10/2022 10:21:00,Closed,United Kingdom,Kent,Work order completed with documents/costs,22-Oct,MoJ,BR6,26/10/2022 10:21:00,East,Security,27/10/2022 09:22:30,GEM:1765,WRKCOM,COMPLAINT,312,332.28,312,312
Capetown Heights,31/10/2022 11:48:00,Closed,United Kingdom,Northamptonshire,Compliment/Complaint Closed,22-Oct,Prosecution,CV23,26/10/2022 11:48:00,East,Security,27/10/2022 07:40:13,GEM:1766,CCLOSED,COMPLAINT,312,332.28,312,312
Nanchan Temple,31/10/2022 16:53:00,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-Oct,MoJ,BR1,26/10/2022 16:53:00,Central,Security,27/10/2022 12:12:51,GEM:1767,WRKCOM,COMPLAINT,312,332.28,312,312
Temple of Cyrene,2/11/2022 16:07,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Oct,MoJ,BN1,28/10/2022 16:07:00,South,Security,31/10/2022 15:53:08,GEM:1769,WRKCOM,COMPLAINT,312,332.28,312,312
Massive Heights,16/11/2022 17:42:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Oct,MoJ,CW3,28/10/2022 17:42:00,West,Security,11/11/2022 8:00,GEM:1770,WRKCOM,COMPLAINT,312,332.28,312,312
Hattusa,10/11/2022 11:20,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Nov,MoJ,CW3,7/11/2022 11:20,West,Security,21/11/2022 14:48:02,GEM:1771,WRKCOM,COMPLAINT,312,332.28,312,312
Famouse House,10/11/2022 11:51,Closed,United Kingdom,North Yorkshire,Work order completed with documents/costs,22-Nov,MoJ,BD23,7/11/2022 11:51,West,Security,29/11/2022 11:54:31,GEM:1772,WRKCOM,COMPLAINT,312,332.28,312,312
Bird Palace,16/11/2022 20:35:00,Closed,United Kingdom,Cumbria,Compliment/Complaint Closed,22-Nov,MoJ,CA1,11/11/2022 20:35,West,Security,15/11/2022 11:49:32,GEM:1777,CCLOSED,COMPLAINT,312,332.28,312,312
Tarxien Temples,16/11/2022 22:00:00,Closed,United Kingdom,Merseyside,Compliment/Complaint Closed,22-Nov,MoJ,CH25,11/11/2022 22:00,West,Security,15/11/2022 12:36:26,GEM:1778,CCLOSED,COMPLAINT,312,332.28,312,312
Oxford Street Palace,17/11/2022 10:57:00,Closed,United Kingdom,Greater London,Compliment/Complaint Closed,22-Nov,MoJ,BR1,14/11/2022 10:57:00,Central,Security,15/11/2022 12:36:57,GEM:1779,CCLOSED,COMPLAINT,312,332.28,312,312
Bird Palace,21/11/2022 11:27:00,Closed,United Kingdom,Cumbria,Compliment/Complaint Closed,22-Nov,MoJ,CA1,16/11/2022 11:27:00,West,Security,18/11/2022 06:57:01,GEM:1780,CCLOSED,COMPLAINT,312,332.28,312,312
Great Pyramid of Giza,21/11/2022 13:53:00,Closed,United Kingdom,Hampshire,Work order completed with documents/costs,22-Nov,MoJ,BH23,16/11/2022 13:53:00,South,Security,16/11/2022 14:35:42,GEM:1783,WRKCOM,COMPLAINT,312,332.28,312,312
Bird Palace,22/11/2022 08:33:00,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Nov,MoJ,CA1,17/11/2022 08:33:00,West,Security,18/11/2022 11:40:57,GEM:1784,WRKCOM,COMPLAINT,312,332.28,312,312
Bird Palace,22/11/2022 08:37:00,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Nov,Prosecution,CA1,17/11/2022 08:37:00,West,House Keeping,18/11/2022 11:41:37,GEM:1785,WRKCOM,COMPLAINT,312,332.28,312,312
Famouse House,25/11/2022 05:20:00,Closed,United Kingdom,North Yorkshire,Compliment/Complaint Closed,22-Nov,Prosecution,BD23,22/11/2022 05:20:00,West,House Keeping,24/11/2022 07:26:17,GEM:1787,CCLOSED,COMPLAINT,312,332.28,312,312
Bird Palace,25/11/2022 08:40:00,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Nov,Prosecution,CA1,22/11/2022 08:40:00,West,House Keeping,23/11/2022 11:45:17,GEM:1788,WRKCOM,COMPLAINT,312,332.28,312,312
Shimao,25/11/2022 13:46:00,Closed,United Kingdom,Somerset,Compliment/Complaint Closed,22-Nov,Prosecution,BA3,22/11/2022 13:46:00,West,House Keeping,25/11/2022 07:33:55,GEM:1789,CCLOSED,COMPLAINT,312,332.28,312,312
Famouse House,1/12/2022 11:41,Closed,United Kingdom,North Yorkshire,Work order completed with documents/costs,22-Nov,Prosecution,BD23,28/11/2022 11:41:00,West,House Keeping,29/11/2022 11:55:47,GEM:1793,WRKCOM,COMPLAINT,312,332.28,312,312
Knossos,2/12/2022 13:22,Closed,United Kingdom,Bristol,Work order completed with documents/costs,22-Nov,MoJ,BS1,29/11/2022 13:22:00,West,House Keeping,29/11/2022 14:47:00,GEM:1795,WRKCOM,COMPLAINT,312,332.28,312,312
Hattusa,2/12/2022 13:22,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Nov,Prosecution,CW3,29/11/2022 13:22:00,West,House Keeping,20/12/2022 17:09:10,GEM:1794,WRKCOM,COMPLAINT,312,332.28,312,312
Newton Place,2/12/2022 17:35,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Nov,Prosecution,BN1,29/11/2022 17:35:00,South,House Keeping,30/11/2022 08:21:55,GEM:1796,WRKCOM,COMPLAINT,312,332.28,312,312
Treasury of Atreus,2/12/2022 19:42,Closed,United Kingdom,Dorset,Work order completed with documents/costs,22-Nov,Prosecution,BH16,29/11/2022 19:42:00,West,House Keeping,30/11/2022 09:04:23,GEM:1797,WRKCOM,COMPLAINT,312,332.28,312,312
The Shard,6/12/2022 13:17,Closed,United Kingdom,Cornwall,Compliment/Complaint Closed,22-Dec,DoE,EX22,1/12/2022 13:17,West,Security,6/12/2022 8:07,GEM:1798,CCLOSED,COMPLAINT,312,332.28,312,312
The Shard,6/12/2022 15:16,Closed,United Kingdom,Cornwall,Compliment/Complaint Closed,22-Dec,DoE,EX22,1/12/2022 15:16,West,House Keeping,6/12/2022 8:07,GEM:1799,CCLOSED,COMPLAINT,312,332.28,312,312
Taj Mahal,9/12/2022 8:20,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Dec,Border Force,BN1,6/12/2022 8:20,South,Guarding,6/12/2022 11:23,GEMH:308,WRKCOM,COMPLAINT,312,332.28,312,312
Roykstovan in Kirkjubø,9/12/2022 12:31,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Dec,Prosecution,BN1,6/12/2022 12:31,South,Guarding,15/12/2022 17:32:15,GEM:1801,WRKCOM,COMPLAINT,312,332.28,312,312
Red Pyramid,12/12/2022 9:46,Closed,United Kingdom,Gloucestershire,Compliment/Complaint Closed,22-Dec,Border Force,GL1,7/12/2022 9:46,West,Guarding,9/12/2022 7:47,GEMH:309,CCLOSED,COMPLAINT,312,332.28,312,312
Famouse House,12/12/2022 15:41,Closed,United Kingdom,North Yorkshire,Work order completed with documents/costs,22-Dec,Prosecution,BD23,7/12/2022 15:41,West,Guarding,8/12/2022 8:33,GEM:1802,WRKCOM,COMPLAINT,312,332.28,312,312
Fresh World House,13/12/2022 10:02:00,Closed,United Kingdom,Hampshire,Work order completed with documents/costs,22-Dec,Prosecution,BH23,8/12/2022 10:02,South,Guarding,12/12/2022 14:33,GEM:1803,WRKCOM,COMPLAINT,312,332.28,312,312
Fresh World House,13/12/2022 10:03:00,Closed,United Kingdom,Hampshire,Work order completed with documents/costs,22-Dec,Prosecution,BH23,8/12/2022 10:03,South,Guarding,16/12/2022 10:19:13,GEM:1804,WRKCOM,COMPLAINT,312,332.28,312,312
Fresh World House,13/12/2022 10:06:00,Closed,United Kingdom,Hampshire,Compliment/Complaint Closed,22-Dec,Prosecution,BH23,8/12/2022 10:06,South,Guarding,12/12/2022 6:41,GEM:1806,CCLOSED,COMPLAINT,312,332.28,312,312
Fresh World House,14/12/2022 23:59:00,Closed,United Kingdom,Hampshire,Work order completed with documents/costs,22-Dec,MoJ,BH23,11/12/2022 18:42,South,Guarding,28/12/2022 14:21:56,GEM:1807,WRKCOM,COMPLAINT,312,332.28,312,312
Tomb of the Eagles,15/12/2022 15:46:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Dec,DLUHC,CR3,12/12/2022 15:46,South,Guarding,12/12/2022 16:10,GEM:1808,WRKCOM,COMPLAINT,312,332.28,312,312
Famouse House,16/12/2022 10:24:00,Closed,United Kingdom,North Yorkshire,Work order completed with documents/costs,22-Dec,MoJ,BD23,13/12/2022 10:24:00,West,Guarding,14/12/2022 08:05:03,GEM:1811,WRKCOM,COMPLAINT,312,332.28,312,312
Bird Palace,19/12/2022 13:40:00,Opened,United Kingdom,Cumbria,Work is in progress,22-Dec,MoJ,CA1,14/12/2022 13:40:00,West,Guarding,,GEM:1812,WRKINPROG,COMPLAINT,312,332.28,312,312
Capetown Heights,20/12/2022 09:54:00,Closed,United Kingdom,Northamptonshire,Work order completed with documents/costs,22-Dec,MoJ,CV23,15/12/2022 09:54:00,East,Guarding,16/12/2022 09:18:20,GEM:1813,WRKCOM,COMPLAINT,312,332.28,312,312
Great Zimbabwe,21/12/2022 09:18:00,Closed,United Kingdom,Oxfordshire,Compliment/Complaint Closed,22-Dec,MoJ,GL7,16/12/2022 09:18:00,East,Guarding,20/12/2022 06:39:11,GEM:1814,CCLOSED,COMPLAINT,312,332.28,312,312
Dowth,2/1/2023 23:59,Closed,United Kingdom,Devon,Work order completed with documents/costs,22-Dec,MoJ,DT7,20/12/2022 09:38:00,West,Guarding,28/12/2022 09:57:08,GEM:1815,WRKCOM,COMPLAINT,312,332.28,312,312
Tarxien Temples,2/1/2023 10:36,Closed,United Kingdom,Merseyside,Work order completed with documents/costs,22-Dec,MoJ,CH25,28/12/2022 10:36:00,West,Guarding,29/12/2022 14:12:32,GEM:1818,WRKCOM,COMPLAINT,312,332.28,312,312
Capel Garmon,28/01/2022 19:44:00,Closed,United Kingdom,Northamptonshire,Work order completed with documents/costs,22-Jan,MoJ,CV23,14/01/2022 19:43:00,East,Confidential Waste,24/01/2022 09:09:16,GEMR:48287,WRKCOM,RECALL,217,231.105,217,217
Scotland House,3/2/2022 6:04,Closed,United Kingdom,Lancashire,Work order completed with documents/costs,22-Jan,MoJ,BB1,27/01/2022 02:05:00,West,Decontamination,1/2/2022 13:12,GEMR:48629,WRKCOM,COMPLAINT,217,231.105,217,217
Royal Palace of Ebla,18/02/2022 02:09:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Feb,Home Office,GL1,4/2/2022 2:08,West,Pest - Birds,4/2/2022 10:00,GEMRH:7900,WRKCOM,RECALL,217,231.105,217,217
Crantit cairn,20/04/2022 13:22:00,Closed,United Kingdom,Derbyshire,Work order completed with documents/costs,22-Apr,MoJ,DE4,13/04/2022 13:17:00,West,Confidential Waste,14/04/2022 08:18:00,GEMR:50805,WRKCOM,RECALL,217,231.105,217,217
Crantit cairn,21/04/2022 12:42:00,Closed,United Kingdom,Derbyshire,Work order completed with documents/costs,22-Apr,MoJ,DE4,14/04/2022 12:37:00,West,Confidential Waste,20/04/2022 07:40:00,GEMR:50844,WRKCOM,RECALL,217,231.105,217,217
Porta Nigra,3/6/2022 9:54,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-May,Home Office,CB1,20/05/2022 09:53:00,East,Electrical Waste,30/05/2022 08:05:00,GEMRH:8533,WRKCOM,RECALL,217,231.105,217,217
Black Pyramid,8/7/2022 12:07,Closed,United Kingdom,Middlesex,Work order completed with documents/costs,22-Jun,MoJ,HA0,24/06/2022 12:06:00,North,Decontamination,4/8/2022 16:27,GEMR:52557,WRKCOM,COMPLAINT,217,231.105,217,217
Pyramid of Teti,1/8/2022 14:54,Closed,United Kingdom,Glasgow,Work order completed with documents/costs,22-Jul,Home Office,DH1,18/07/2022 14:53:00,North,Decontamination,2/8/2022 9:41,GEMRH:8804,WRKCOM,COMPLAINT,217,231.105,217,217
Crantit cairn,26/08/2022 07:01:00,Closed,United Kingdom,Derbyshire,Work order completed with documents/costs,22-Aug,MoJ,DE4,19/08/2022 06:56:00,West,Pest - Birds,1/9/2022 11:57,GEMR:53955,WRKCOM,RECALL,217,231.105,217,217
Jokhang,20/09/2022 18:27:00,Opened,United Kingdom,Kent,Work is in progress,22-Aug,MoJ,BR6,31/08/2022 18:26:00,East,Decontamination,,GEMR:54224,WRKINPROG,COMPLAINT,217,231.105,217,217
Burj Khalifa,30/09/2022 18:55:00,Closed,United Kingdom,Inverness,Work order completed with documents/costs,22-Sep,MoJ,LU1,15/09/2022 18:54:00,North,Confidential Waste,20/09/2022 10:11:43,GEMR:54665,WRKCOM,RECALL,217,231.105,217,217
Famouse House,20/10/2022 11:47:00,Opened,United Kingdom,North Yorkshire,Work is in progress,22-Oct,MoJ,BD23,6/10/2022 11:46,West,Pest - Birds,,GEMR:55217,WRKINPROG,RECALL,217,231.105,217,217
Bird Palace,19/10/2022 14:06:00,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Oct,MoJ,CA1,12/10/2022 14:01,West,Pest - Birds,16/11/2022 11:27:11,GEMR:55376,WRKCOM,RECALL,217,231.105,217,217
The Shard,27/10/2022 17:39:00,Closed,United Kingdom,Cornwall,Work order completed with documents/costs,22-Oct,DoE,EX22,13/10/2022 17:38:00,West,Confidential Waste,27/10/2022 09:40:07,GEMR:55432,WRKCOM,RECALL,217,231.105,217,217
Capetown Heights,26/10/2022 11:53:00,Closed,United Kingdom,Northamptonshire,Work order completed with documents/costs,22-Oct,MoJ,CV23,19/10/2022 11:48:00,East,Pest - Birds,16/11/2022 16:00:20,GEMR:55557,WRKCOM,RECALL,217,231.105,217,217
New Lane,28/11/2022 17:00:00,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-Nov,Immigration,BR1,3/11/2022 16:56,Central,Decontamination,25/11/2022 10:41:28,GEMR:56001,WRKCOM,COMPLAINT,217,231.105,217,217
Rome Heights,18/11/2022 09:03:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Nov,Prosecution,GL1,4/11/2022 9:02,West,Pest - Birds,10/11/2022 9:20,GEMR:56015,WRKCOM,RECALL,217,231.105,217,217
The Shard,23/11/2022 21:30:00,Closed,United Kingdom,Cornwall,Work order completed with documents/costs,22-Nov,DoE,EX22,9/11/2022 21:29,West,Confidential Waste,22/11/2022 07:12:06,GEMR:56159,WRKCOM,RECALL,217,231.105,217,217
Oxford Street Palace,22/11/2022 14:40:00,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-Nov,Prosecution,BR1,11/11/2022 14:33,Central,Confidential Waste,21/11/2022 08:27:46,GEMR:56200,WRKCOM,RECALL,217,231.105,217,217
Oxford Street Palace,23/11/2022 11:24:00,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-Nov,Prosecution,BR1,14/11/2022 11:17:00,Central,Confidential Waste,23/11/2022 16:04:58,GEMR:56233,WRKCOM,RECALL,217,231.105,217,217
Rome Heights,25/11/2022 10:54:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Nov,Prosecution,GL1,18/11/2022 10:49:00,West,Pest - Birds,18/11/2022 11:40:47,GEMR:56359,WRKCOM,RECALL,217,231.105,217,217
Newton Place,28/11/2022 10:08:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Nov,Prosecution,BN1,24/11/2022 10:06:00,South,Confidential Waste,16/01/2023 12:58:13,GEMR:56504,WRKCOM,RECALL,217,231.105,217,217
The Shard,2/12/2022 9:47,Closed,United Kingdom,Cornwall,Work order completed with documents/costs,22-Nov,DoE,EX22,28/11/2022 09:43:00,West,Confidential Waste,29/11/2022 11:31:58,GEMR:56582,WRKCOM,RECALL,217,231.105,217,217
The Shard,8/12/2022 11:42,Closed,United Kingdom,Cornwall,Work order completed with documents/costs,22-Dec,DoE,EX22,2/12/2022 11:38,West,Confidential Waste,7/12/2022 8:19,GEMR:56739,WRKCOM,RECALL,217,231.105,217,217
Oxford Street Palace,14/12/2022 20:09:00,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-Dec,Prosecution,BR1,5/12/2022 20:02,Central,Confidential Waste,8/12/2022 12:02,GEMR:56810,WRKCOM,RECALL,217,231.105,217,217
Porta Nigra,15/12/2022 14:39:00,Closed,United Kingdom,Essex,Work order completed with documents/costs,22-Dec,Home Office,CB1,8/12/2022 14:34,East,Pest - Birds,15/12/2022 13:49:18,GEMRH:9754,WRKCOM,RECALL,217,231.105,217,217
La Hougue Bie,6/2/2023 0:01,Opened,United Kingdom,Hertfordshire,Work order reassigned to supplier,22-Dec,Border Force,AL1,20/12/2022 15:04:00,East,Confidential Waste,,GEMRH:9800,REASSIGNED,RECALL,217,231.105,217,217
Bird Palace,14/01/2022 23:59:00,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Jan,Prosecution,CA1,1/1/2022 6:16,West,Housekeeping,14/01/2022 11:50:00,GEMF:9464,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Ramesseum,14/01/2022 23:59:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Jan,Prosecution,GL1,1/1/2022 10:19,West,Housekeeping,24/10/2022 14:26:19,GEMF:9465,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,14/01/2022 23:59:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Jan,Prosecution,CR3,1/1/2022 16:34,South,Housekeeping,13/01/2022 07:37:00,GEMF:9466,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Lane,14/01/2022 23:59:00,Closed,United Kingdom,Greater London,Work order completed with documents/costs,22-Jan,Prosecution,BR1,1/1/2022 20:17,Central,Housekeeping,21/01/2022 11:33:14,GEMF:9467,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Bird Palace,14/01/2022 23:59:00,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Jan,Prosecution,CA1,2/1/2022 2:32,West,Housekeeping,14/01/2022 11:50:00,GEMF:9468,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Ramesseum,14/01/2022 23:59:00,Closed,United Kingdom,Gloucestershire,Work order completed with documents/costs,22-Jan,Prosecution,GL1,2/1/2022 11:41,West,Housekeeping,14/01/2022 11:46:00,GEMF:9469,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Famouse House,14/01/2022 23:59:00,Closed,United Kingdom,North Yorkshire,Work order completed with documents/costs,22-Jan,Prosecution,BD23,2/1/2022 12:48,West,Housekeeping,13/01/2022 11:48:00,GEMF:9470,WRKCOM,SERVICE FAILURE,451,480.315,451,451
New Cut House,14/01/2022 23:59:00,Closed,United Kingdom,Surrey,Work order completed with documents/costs,22-Jan,Prosecution,CR3,2/1/2022 13:58,South,Housekeeping,4/1/2022 10:23,GEMF:9471,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Newton Place,14/01/2022 23:59:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Jan,Prosecution,BN1,2/1/2022 23:43,South,Housekeeping,4/1/2022 10:39,GEMF:9472,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Bird Palace,14/01/2022 23:59:00,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Jan,Prosecution,CA1,2/1/2022 23:50,West,Housekeeping,14/01/2022 11:50:00,GEMF:9473,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,17/01/2022 19:04:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Jan,Prosecution,CW3,3/1/2022 19:04,West,Housekeeping,14/01/2022 09:32:00,GEMF:9474,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Newton Place,17/01/2022 20:44:00,Closed,United Kingdom,East Sussex,Work order completed with documents/costs,22-Jan,Prosecution,BN1,3/1/2022 20:44,South,Housekeeping,4/1/2022 12:57,GEMF:9475,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Bird Palace,18/01/2022 06:33:00,Closed,United Kingdom,Cumbria,Work order completed with documents/costs,22-Jan,Prosecution,CA1,4/1/2022 6:33,West,Housekeeping,17/01/2022 11:33:00,GEMF:9476,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,18/01/2022 07:06:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Jan,Prosecution,CW3,4/1/2022 7:06,West,Housekeeping,4/1/2022 15:20,GEMF:9477,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,18/01/2022 07:07:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Jan,Prosecution,CW3,4/1/2022 7:07,West,Housekeeping,4/1/2022 15:23,GEMF:9478,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,18/01/2022 07:07:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Jan,Prosecution,CW3,4/1/2022 7:07,West,Housekeeping,4/1/2022 15:25,GEMF:9479,WRKCOM,SERVICE FAILURE,451,480.315,451,451
Hattusa,18/01/2022 07:08:00,Closed,United Kingdom,Shropshire,Work order completed with documents/costs,22-Jan,Prosecution,CW3,4/1/2022 7:08,West,Housekeeping,4/1/2022 15:28,GEMF:9480,WRKCOM,SERVICE FAILURE,451,480.315,451,451
